KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU21;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU21;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU21;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU21;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU21;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU21;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU21;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU21;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU21;504;AnnanInkomst;N;Belopp7;;;Annan inkomst;;Här redovisas löpande avkastning som inte är ränta, t.ex. beräknat utifrån en oförutsedd variabel, såsom ett aktieindex.;
KU21;520;RantaFordringsratter;N;Belopp10;075;Fk520 måste finnas om Fk205, Fk001, Fk522, Fk504, Fk525 och Fk599 saknas.;Sammanlagd ränta, fordringsrätter;;;
KU21;522;UtbetaltIVissaFall;N;Belopp10;167;Fk522 får inte finnas om Fk599 finns.;Utbetalt belopp i vissa fall;;Här redovisas utbetalning som avser även annat än ränta. T.ex. redovisas här hela utbetalda beloppet för en nollkupongare när den uppgiftsskyldige saknar uppgift om räntebeloppet.;
KU21;523;Depanummer;N;Belopp12;;;Depånummer;;Depånummer ska alltid anges för samägda depåer. Anges med maximalt 12 siffror (inga bokstäver).;
KU21;524;AndelAvDepan;N;Decimal2;076;Om Fk524 finns ska också Fk523 finnas.;Andel av depån;;Om en depå innehas av två eller flera personer och beloppen i kontrolluppgiften avser hela depån anges här ägd andel för den uppgiften avser. Andelen anges med upp till två decimaler. OBS! Avdragen skatt anges alltid individuellt.;
KU21;525;ErhallenRantekompensation;N;Belopp10;;;Erhållen räntekompensation;;"Här redovisas räntekompensation för upplupen
ränta vid överlåtelse av fordringsrätt.";
KU21;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU21;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Namn på fordringsrätten;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU21;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU21;573;AvyttradTillISK;N;Kryss;086;Om Fk573 finns måste Fk522 finnas.;Avyttrad till investeringssparkonto;;Markera här om kontrolluppgiften avser en överföring av en obligation till ett investeringssparkonto.;
KU21;599;OkandVarde;N;Kryss;;;Okänt värde;;Markering för när en sakutdelning ännu inte fått ett fastställt värde vid tiden för inlämning av kontrolluppgiften.;
KU25;061;Delagare;N;Kryss;;;Delägare m.fl. i fåmansföretag;;"Här markerar du om ditt företag är ett: • fåmansföretag och om den person som kontrolluppgiften gäller är företagsledare, närstående till sådan person eller delägare i företaget
• fåmanshandelsbolag och om den person kontrolluppgiften gäller är företagsledare eller närstående till en sådan person utan att vara delägare i handelsbolaget.
";
KU25;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU25;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU25;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU25;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU25;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU25;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU25;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU25;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU25;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU25;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU25;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU25;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU25;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU25;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU25;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU25;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU25;540;AvdragsgillRanta;N;Belopp10;081;Fk540 ska finnas om Fk205, Fk541 och Fk543 saknas.;Betald och för året avdragsgill ränta;;Här redovisas under inkomståret betald ränta som avser tiden fram till 31 januari året efter inkomståret.;
KU25;541;TotaltInbetaldRanta;N;Belopp10;082;Om Fk541 finns och är större än noll och Fk540 finns så ska Fk541 vara >= Fk540;Totalt inbetald ränta (anges endast om förskotts-ränta erlagts som inte är avdragsgill för året);;Här redovisas all ränta som betalats under inkomståret.;
KU25;543;BetaldRantekompensation;N;Belopp10;;;Betald räntekompensation;;;
KU25;544;GemensamtLan;N;Kryss;;;Gemensamt lån för fler än fem personer där långivaren inte kan ange vilka samtliga personer är;;Markera här om kontrolluppgiften avser utgiftsränta på gemensamt lån som fler än fem personer har. Kontrolluppgiften lämnas med personnummer på den som svarar för lånet.;
KU25;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU26;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU26;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU26;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU26;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU26;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU26;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU26;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU26;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU26;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU26;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU26;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU26;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU26;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU26;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU26;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU26;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU26;560;BetaldTomtrattsavgald;N;Belopp7;083;Om Fk205 saknas ska Fk560 finnas.;Betald tomträttsavgäld;;;
KU26;561;Fastighetsbeteckning;N;Text36;084;Om Fk205 saknas ska Fk561 finnas.;Fastighetsbeteckning;;;
KU26;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU28;061;Delagare;N;Kryss;;;Delägare m.fl. i fåmansföretag;;"Här markerar du om ditt företag är ett: • fåmansföretag och om den person som kontrolluppgiften gäller är företagsledare, närstående till sådan person eller delägare i företaget
• fåmanshandelsbolag och om den person kontrolluppgiften gäller är företagsledare eller närstående till en sådan person utan att vara delägare i handelsbolaget.
";
KU28;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU28;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU28;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU28;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU28;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU28;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU28;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU28;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU28;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU28;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU28;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU28;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU28;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU28;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU28;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU28;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU28;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU28;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU28;528;UnderlagForInvesteraravdrag;N;Belopp10;077,135;"Fk528 ska finnas om Fk529 finns.
Fk528 ska vara <= Fk529.";Underlag för investeraravdrag;;Ange underlag för investeraravdrag för den uppgiften avser. Högsta underlag är 1 300 000 kr.;
KU28;529;TotUnderlagInvesteraravdrag;N;Belopp10;136;Fk529 ska finnas om Fk528 finns.;Totalt underlag för investeraravdrag;;Ange totalt underlag för investeraravdrag, dvs det fysiska personer betalat för andelar i företaget. Maximala beloppet är 20 000 000 kr.;
